,friend1,friend2,weight
0,100007517928300,PyRishabhSharma,0.0
1,100007517928300,100008259793660,0.0
2,100007517928300,ayush.kushwaha.923,0.0
3,100007517928300,hananabhamid,0.21428571428571427
4,100007517928300,scooby7shaggy,0.14285714285714285
5,100007517928300,aishwarya.kumar.50702,0.07142857142857142
6,100007517928300,100005931842072,0.0
7,100007517928300,100003509507158,0.07142857142857142
8,100007517928300,chgjain,0.0
9,100007517928300,100008305411451,0.14285714285714285
10,100007517928300,Armaan.99punter,0.14285714285714285
11,100007517928300,raunak.mokhasi,0.07142857142857142
12,100007517928300,ritik.malik.35762,0.0
13,100007517928300,aayush.baghel.3,0.0
14,100007517928300,angel.walia.79069,0.07142857142857142
15,100007517928300,shreboxx-651986188632034/,0.0
16,100007517928300,prakhar.goel.71,0.07142857142857142
17,100007517928300,sciencepyramid/,0.0
18,100007517928300,deeizzbak,0.2857142857142857
19,100007517928300,100010141837433,0.14285714285714285
20,100007517928300,100028737167244,0.14285714285714285
21,100007517928300,sakshi.saini.988711,0.21428571428571427
22,100007517928300,rhythmpatelofficial,0.14285714285714285
23,100007517928300,himani.kaira.7,0.2857142857142857
24,100007517928300,sanket.khajuria,0.0
25,100007517928300,100017424158038,0.14285714285714285
26,100007517928300,rohanrajpal1,0.07142857142857142
27,100007517928300,deepak.nigam.50951,0.14285714285714285
28,100007517928300,leepika.muthu.1,0.21428571428571427
29,100007517928300,varnika.kairon,0.21428571428571427
30,100007517928300,sai.santosh21099,0.21428571428571427
31,100007517928300,aniket.pradhan.311,0.21428571428571427
32,100007517928300,bhavya.srivastava2,0.0
33,100007517928300,kanupriya.singhh,0.21428571428571427
34,100007517928300,nehabhairavi.prakriya,0.07142857142857142
35,100007517928300,100020447799201,0.14285714285714285
36,100007517928300,notmanan,0.14285714285714285
37,100007517928300,ece.labs.104,0.0
38,100007517928300,abinash.pegu.92,0.14285714285714285
39,100007517928300,madhavsainanee,0.21428571428571427
40,100007517928300,kartikey.singh.79677,0.14285714285714285
41,100007517928300,swapnil.bansal.161,0.0
42,100007517928300,mohitchawla95,0.14285714285714285
43,100007517928300,seerfaridkot.org/,0.0
44,100007517928300,100007816418618,0.21428571428571427
45,100007517928300,tanishphotographygupta/,0.0
46,100007517928300,suhavib,0.14285714285714285
47,100007517928300,utsav.rohilla.77,0.0
48,100007517928300,delhiwimlds/,0.0
49,100007517928300,arnavkrishraj,0.0
50,100007517928300,ankur.rangi,0.0
51,100007517928300,blanktalksatiiitd/,0.0
52,100007517928300,kushagra.arora,0.21428571428571427
53,100007517928300,apoorv.singh.7906,0.14285714285714285
54,100007517928300,yash.sherry,0.21428571428571427
55,100007517928300,100020551924086,0.07142857142857142
56,100007517928300,aatish.chauhan.790,0.21428571428571427
57,100007517928300,prakhargupta.1255,0.21428571428571427
58,100007517928300,GamomusicNK/,0.0
59,100007517928300,abhishek.rajgaria.75,0.07142857142857142
60,100007517928300,100004247899479,0.2857142857142857
61,100007517928300,tanisha.pandey.3720,0.21428571428571427
62,100007517928300,tanujdabas37,0.07142857142857142
63,100007517928300,100008568974947,0.14285714285714285
64,100007517928300,colleze.snek.5,0.14285714285714285
65,100007517928300,ashwin.gill.39,0.07142857142857142
66,100007517928300,saurav_sharma07-105516740888703/,0.0
67,100007517928300,aman.jaat.545,0.35714285714285715
68,100007517928300,akshit1511,0.2857142857142857
69,100007517928300,archit.singh.9803,0.07142857142857142
70,100007517928300,sehaj.singh.752,0.0
71,100007517928300,100010256520651,0.07142857142857142
72,100007517928300,aditya.bhadoo.3,0.07142857142857142
73,100007517928300,dashmesh30,0.07142857142857142
74,100007517928300,ayushman.pandita.5,0.21428571428571427
75,100007517928300,dhruv.kundu.1,0.0
76,100007517928300,shaney.waris.5,0.21428571428571427
77,100007517928300,100009496153721,0.0
78,tanish.jain.1293575,PyRishabhSharma,0.0
79,tanish.jain.1293575,100008259793660,0.07142857142857142
80,tanish.jain.1293575,100017318383815,0.07142857142857142
81,tanish.jain.1293575,gargarjun14,0.07142857142857142
82,tanish.jain.1293575,ayush.kushwaha.923,0.0
83,tanish.jain.1293575,hananabhamid,0.07142857142857142
84,tanish.jain.1293575,scaleracademy/,0.0
85,tanish.jain.1293575,shloakaggarwal,0.0
86,tanish.jain.1293575,vaibhav.goel.984,0.07142857142857142
87,tanish.jain.1293575,vaibhav.sarda.1232,0.0
88,tanish.jain.1293575,VibrantAcademyKotaRaj/,0.0
89,tanish.jain.1293575,100003509507158,0.07142857142857142
90,tanish.jain.1293575,chgjain,0.07142857142857142
91,tanish.jain.1293575,100008305411451,0.07142857142857142
92,tanish.jain.1293575,nirav.diwan.16,0.0
93,tanish.jain.1293575,raunak.mokhasi,0.07142857142857142
94,tanish.jain.1293575,ritik.malik.35762,0.07142857142857142
95,tanish.jain.1293575,Sarthaknegi25,0.07142857142857142
96,tanish.jain.1293575,aayush.baghel.3,0.0
97,tanish.jain.1293575,priyank.singh.5439,0.14285714285714285
98,tanish.jain.1293575,angel.walia.79069,0.0
99,tanish.jain.1293575,prakhar.goel.71,0.14285714285714285
100,tanish.jain.1293575,earthsaviours/,0.0
101,tanish.jain.1293575,deeizzbak,0.21428571428571427
102,tanish.jain.1293575,100010141837433,0.07142857142857142
103,tanish.jain.1293575,rhythmpatelofficial,0.07142857142857142
104,tanish.jain.1293575,gandharv.mohan.98,0.07142857142857142
105,tanish.jain.1293575,himani.kaira.7,0.0
106,tanish.jain.1293575,sanket.khajuria,0.14285714285714285
107,tanish.jain.1293575,rtomar1999,0.07142857142857142
108,tanish.jain.1293575,EsyaIIITD/,0.0
109,tanish.jain.1293575,100017424158038,0.0
110,tanish.jain.1293575,rohanrajpal1,0.0
111,tanish.jain.1293575,thesquarecomics/,0.0
112,tanish.jain.1293575,deepak.nigam.50951,0.14285714285714285
113,tanish.jain.1293575,leepika.muthu.1,0.07142857142857142
114,tanish.jain.1293575,varnika.kairon,0.07142857142857142
115,tanish.jain.1293575,sai.santosh21099,0.07142857142857142
116,tanish.jain.1293575,aniket.pradhan.311,0.0
117,tanish.jain.1293575,bhavya.srivastava2,0.07142857142857142
118,tanish.jain.1293575,divyansh.agarwal2,0.07142857142857142
119,tanish.jain.1293575,kanupriya.singhh,0.07142857142857142
